,Site,Measurement,DateTime,Value,IQR*4 + Q3
12388,SQ34704,Turbidity,2016-05-19 09:31:00,116.0,109.4
12404,SQ34704,Turbidity,2017-09-26 08:42:00,780.0,109.4
12411,SQ34704,Turbidity,2018-04-17 10:07:00,210.0,109.4
12451,SQ34705,Turbidity,2009-07-22 11:45:00,100.0,99.0
12486,SQ34705,Turbidity,2018-04-17 10:18:00,240.0,99.0
12500,SQ34706,Turbidity,2006-04-26 13:00:00,250.0,117.0
12515,SQ34706,Turbidity,2009-10-19 12:45:00,190.0,117.0
12534,SQ34706,Turbidity,2013-09-23 10:25:00,163.0,117.0
12541,SQ34706,Turbidity,2014-04-29 14:19:00,760.0,117.0
12542,SQ34706,Turbidity,2014-05-28 09:46:00,123.0,117.0
12543,SQ34706,Turbidity,2014-06-26 14:29:00,660.0,117.0
12566,SQ34706,Turbidity,2016-05-19 13:22:00,128.0,117.0
12582,SQ34706,Turbidity,2017-09-26 12:24:00,670.0,117.0
12591,SQ34706,Turbidity,2018-06-19 14:11:00,142.0,117.0
12604,SQ34706,Turbidity,2019-07-23 13:08:00,165.0,117.0
12614,SQ34711,Turbidity,2006-07-20 09:45:00,360.0,58.7
12619,SQ34711,Turbidity,2007-10-18 11:45:00,67.0,58.7
12627,SQ34711,Turbidity,2009-10-29 11:50:00,180.0,58.7
12646,SQ34711,Turbidity,2013-09-26 09:56:00,260.0,58.7
12670,SQ34711,Turbidity,2015-09-29 09:49:00,88.0,58.7
12691,SQ34711,Turbidity,2017-07-26 11:26:00,65.0,58.7
12693,SQ34711,Turbidity,2017-09-27 08:11:00,130.0,58.7
12706,SQ34711,Turbidity,2018-10-31 10:24:00,165.0,58.7
12707,SQ34711,Turbidity,2018-11-27 09:35:00,2000.0,58.7
12715,SQ34711,Turbidity,2019-07-23 11:39:00,146.0,58.7
12718,SQ34711,Turbidity,2019-10-25 10:37:00,61.0,58.7
12724,SQ34865,Turbidity,2005-07-21 09:30:00,30.0,9.225000000000001
12739,SQ34865,Turbidity,2006-10-26 08:20:00,16.0,9.225000000000001
12760,SQ34865,Turbidity,2008-07-24 09:10:00,14.0,9.225000000000001
12782,SQ34865,Turbidity,2010-05-27 09:15:00,210.0,9.225000000000001
12784,SQ34865,Turbidity,2010-07-22 09:10:00,9.8,9.225000000000001
12785,SQ34865,Turbidity,2010-09-02 09:10:00,9.5,9.225000000000001
12786,SQ34865,Turbidity,2010-09-23 09:10:00,22.0,9.225000000000001
12796,SQ34865,Turbidity,2011-07-13 13:25:00,68.0,9.225000000000001
12797,SQ34865,Turbidity,2011-08-23 14:05:00,17.0,9.225000000000001
12809,SQ34865,Turbidity,2012-08-08 08:28:00,18.0,9.225000000000001
12819,SQ34865,Turbidity,2013-06-27 13:30:00,11.9,9.225000000000001
12829,SQ34865,Turbidity,2014-04-30 09:33:00,42.0,9.225000000000001
12830,SQ34865,Turbidity,2014-05-28 14:14:00,12.2,9.225000000000001
12842,SQ34865,Turbidity,2015-05-13 09:08:00,16.6,9.225000000000001
12868,SQ34865,Turbidity,2017-07-19 09:00:00,19.0,9.225000000000001
12869,SQ34865,Turbidity,2017-08-16 08:37:00,19.6,9.225000000000001
12871,SQ34865,Turbidity,2017-10-11 08:20:00,194.0,9.225000000000001
12879,SQ34865,Turbidity,2018-06-13 08:34:00,135.0,9.225000000000001
12880,SQ34865,Turbidity,2018-07-11 09:14:00,52.0,9.225000000000001
12926,SQ34866,Turbidity,2007-10-25 10:10:00,27.0,24.7
12935,SQ34866,Turbidity,2008-07-24 10:35:00,77.0,24.7
12949,SQ34866,Turbidity,2009-12-15 09:45:00,48.0,24.7
12955,SQ34866,Turbidity,2010-07-22 10:45:00,34.0,24.7
12963,SQ34866,Turbidity,2011-03-25 10:20:00,44.0,24.7
12982,SQ34866,Turbidity,2012-10-16 10:18:00,25.0,24.7
13002,SQ34866,Turbidity,2014-06-26 11:15:00,35.0,24.7
13013,SQ34866,Turbidity,2015-05-13 11:04:00,38.0,24.7
13018,SQ34866,Turbidity,2015-10-14 09:53:00,28.0,24.7
13032,SQ34866,Turbidity,2016-12-14 09:27:00,55.0,24.7
13042,SQ34866,Turbidity,2017-10-11 10:20:00,230.0,24.7
13050,SQ34866,Turbidity,2018-06-13 12:39:00,210.0,24.7
13085,SQ34869,Turbidity,2009-10-19 11:20:00,300.0,111.0
13086,SQ34869,Turbidity,2010-01-26 12:00:00,140.0,111.0
13111,SQ34869,Turbidity,2014-04-29 13:01:00,1620.0,111.0
13127,SQ34869,Turbidity,2015-08-18 11:17:00,117.0,111.0
13132,SQ34869,Turbidity,2016-01-29 12:22:00,131.0,111.0
13150,SQ34869,Turbidity,2017-07-18 10:36:00,270.0,111.0
13152,SQ34869,Turbidity,2017-09-26 10:26:00,3800.0,111.0
13161,SQ34869,Turbidity,2018-06-19 11:59:00,500.0,111.0
13166,SQ34869,Turbidity,2018-11-30 10:35:00,240.0,111.0
13174,SQ34869,Turbidity,2019-07-23 10:43:00,171.0,111.0
13184,SQ34884,Turbidity,2008-08-20 11:47:00,54.0,30.0
13215,SQ34884,Turbidity,2013-10-09 09:15:00,39.0,30.0
13315,SQ34903,Turbidity,2012-08-20 10:50:00,11.0,10.2
13338,SQ34903,Turbidity,2018-05-11 10:16:00,24.0,10.2
13377,SQ34905,Turbidity,2008-08-28 09:55:00,28.0,15.300000000000002
13474,SQ35080,Turbidity,2012-08-16 10:26:00,180.0,36.85
13478,SQ35080,Turbidity,2013-07-09 12:21:00,155.0,36.85
13479,SQ35080,Turbidity,2013-10-10 11:43:00,99.0,36.85
13493,SQ35080,Turbidity,2017-04-18 14:16:00,90.0,36.85
13495,SQ35080,Turbidity,2017-10-18 12:40:00,38.0,36.85
13501,SQ35080,Turbidity,2019-04-30 14:20:00,40.0,36.85
13519,SQ35119,Turbidity,2011-10-27 10:22:00,22.0,2.3
13530,SQ35119,Turbidity,2013-06-19 09:02:00,2.4,2.3
13534,SQ35119,Turbidity,2013-10-22 10:45:00,49.0,2.3
13535,SQ35119,Turbidity,2013-11-19 08:35:00,2.4,2.3
13586,SQ35119,Turbidity,2018-02-22 12:30:00,7.7,2.3
13608,SQ35119,Turbidity,2019-12-12 12:17:00,3.2,2.3
13646,SQ35156,Turbidity,2013-10-09 11:20:00,23.0,13.25
13660,SQ35156,Turbidity,2014-12-01 11:32:00,64.0,13.25
13773,SQ35157,Turbidity,2018-12-03 12:48:00,14.8,11.7
13804,SQ35172,Turbidity,2013-07-24 10:23:00,87.0,24.6
13806,SQ35172,Turbidity,2013-09-25 10:22:00,1510.0,24.6
13813,SQ35172,Turbidity,2014-04-22 09:00:00,71.0,24.6
13830,SQ35172,Turbidity,2015-09-28 09:37:00,67.0,24.6
13851,SQ35172,Turbidity,2017-07-25 11:00:00,38.0,24.6
13853,SQ35172,Turbidity,2017-09-26 08:59:00,97.0,24.6
13866,SQ35172,Turbidity,2018-10-30 09:10:00,1520.0,24.6
13867,SQ35172,Turbidity,2018-11-26 08:51:00,680.0,24.6
13870,SQ35172,Turbidity,2019-02-26 09:11:00,98.0,24.6
13875,SQ35172,Turbidity,2019-07-22 10:18:00,310.0,24.6
13882,SQ35173,Turbidity,2007-10-18 08:25:00,23.0,10.575
13890,SQ35173,Turbidity,2009-10-29 08:15:00,16.0,10.575
13901,SQ35173,Turbidity,2012-07-25 08:40:00,11.0,10.575
13909,SQ35173,Turbidity,2013-09-25 14:07:00,50.0,10.575
13916,SQ35173,Turbidity,2014-04-22 12:40:00,13.3,10.575
13931,SQ35173,Turbidity,2015-07-29 11:19:00,43.0,10.575
13956,SQ35173,Turbidity,2018-02-26 13:25:00,72.0,10.575
13964,SQ35173,Turbidity,2018-10-30 15:09:00,280.0,10.575
13965,SQ35173,Turbidity,2018-11-26 14:03:00,39.0,10.575
13973,SQ35173,Turbidity,2019-07-22 16:23:00,12.5,10.575
13976,SQ35173,Turbidity,2019-10-24 15:14:00,80.0,10.575
14014,SQ35174,Turbidity,2014-04-22 10:27:00,640.0,358.85
14050,SQ35174,Turbidity,2017-04-26 15:46:00,830.0,358.85
14055,SQ35174,Turbidity,2017-09-26 14:28:00,3000.0,358.85
14056,SQ35174,Turbidity,2017-10-24 14:00:00,380.0,358.85
14058,SQ35174,Turbidity,2017-12-19 13:29:00,2200.0,358.85
14059,SQ35174,Turbidity,2018-01-30 11:46:00,500.0,358.85
14060,SQ35174,Turbidity,2018-02-26 13:50:00,13700.0,358.85
14061,SQ35174,Turbidity,2018-03-26 14:50:00,2900.0,358.85
14068,SQ35174,Turbidity,2018-10-30 15:41:00,7700.0,358.85
14069,SQ35174,Turbidity,2018-11-26 14:30:00,6000.0,358.85
14070,SQ35174,Turbidity,2018-12-18 15:12:00,510.0,358.85
14072,SQ35174,Turbidity,2019-02-26 15:36:00,750.0,358.85
14073,SQ35174,Turbidity,2019-03-27 14:22:00,580.0,358.85
14074,SQ35174,Turbidity,2019-04-30 16:30:00,460.0,358.85
14077,SQ35174,Turbidity,2019-07-22 16:56:00,2200.0,358.85
14080,SQ35174,Turbidity,2019-10-24 15:40:00,1680.0,358.85
14082,SQ35174,Turbidity,2019-12-18 15:24:00,380.0,358.85
14132,SQ35234,Turbidity,2014-12-01 10:58:00,46.0,15.925
14148,SQ35234,Turbidity,2018-12-03 13:39:00,24.0,15.925
14190,SQ35235,Turbidity,2014-12-01 10:35:00,17.4,17.2
14204,SQ35235,Turbidity,2018-06-05 14:09:00,19.1,17.2
14206,SQ35235,Turbidity,2018-12-03 13:15:00,46.0,17.2
14230,SQ35236,Turbidity,2012-06-12 12:20:00,16.0,10.5
14237,SQ35236,Turbidity,2014-03-06 10:24:00,16.8,10.5
14255,SQ35236,Turbidity,2018-09-04 11:45:00,12.8,10.5
14256,SQ35236,Turbidity,2018-12-03 10:42:00,14.8,10.5
14273,SQ35362,Turbidity,2019-02-13 11:33:00,9.2,5.700000000000001
14276,SQ35363,Turbidity,2017-01-30 11:28:00,17.3,15.999999999999998
14288,SQ35363,Turbidity,2019-02-13 11:38:00,16.9,15.999999999999998
14292,SQ35364,Turbidity,2017-01-30 11:25:00,15.0,10.6
14294,SQ35364,Turbidity,2017-03-16 13:02:00,11.0,10.6
14345,SQ35545,Turbidity,2018-09-04 11:11:00,107.0,67.69999999999999
14366,SQ35639,Turbidity,2019-12-12 09:13:00,19.1,3.7
14382,SQ35640,Turbidity,2019-12-12 09:08:00,2.6,1.525
14383,SQ35641,Turbidity,2017-01-30 09:15:00,10.6,2.025
14399,SQ35642,Turbidity,2017-01-30 13:12:00,1.35,1.13
14453,SQ35792,Turbidity,2016-05-20 08:25:00,18.1,8.899999999999999
14509,SQ35798,Turbidity,2012-10-15 09:34:00,11.0,1.7999999999999998
14517,SQ35798,Turbidity,2013-06-24 12:38:00,15.4,1.7999999999999998
14527,SQ35798,Turbidity,2014-04-28 11:55:00,58.0,1.7999999999999998
14562,SQ35798,Turbidity,2017-03-30 11:21:00,14.3,1.7999999999999998
14566,SQ35798,Turbidity,2017-07-26 12:36:00,6.0,1.7999999999999998
14568,SQ35798,Turbidity,2017-09-22 11:16:00,5.2,1.7999999999999998
14582,SQ35798,Turbidity,2018-11-29 10:57:00,10.1,1.7999999999999998
14587,SQ35798,Turbidity,2019-04-30 11:03:00,7.1,1.7999999999999998
14603,SQ35800,Turbidity,2013-04-23 15:25:00,1250.0,715.5
14606,SQ35800,Turbidity,2013-07-24 15:53:00,830.0,715.5
14617,SQ35800,Turbidity,2014-06-26 11:30:00,760.0,715.5
14626,SQ35800,Turbidity,2015-04-28 11:49:00,2100.0,715.5
14657,SQ35800,Turbidity,2018-11-26 13:07:00,3000.0,715.5
14665,SQ35800,Turbidity,2019-07-22 15:21:00,2000.0,715.5
14670,SQ35800,Turbidity,2019-12-18 13:55:00,3500.0,715.5
14697,SQ35818,Turbidity,2018-04-17 11:18:00,57.0,18.099999999999998
14705,SQ35871,Turbidity,2013-05-20 12:30:00,54.0,10.299999999999999
14707,SQ35871,Turbidity,2013-07-18 14:39:00,22.0,10.299999999999999
14713,SQ35871,Turbidity,2014-01-16 10:55:00,24.0,10.299999999999999
14714,SQ35871,Turbidity,2014-02-14 11:00:00,115.0,10.299999999999999
14716,SQ35871,Turbidity,2014-04-22 12:15:00,330.0,10.299999999999999
14717,SQ35871,Turbidity,2014-05-21 12:10:00,22.0,10.299999999999999
14718,SQ35871,Turbidity,2014-06-12 12:05:00,183.0,10.299999999999999
14748,SQ35871,Turbidity,2016-12-12 10:54:00,13.3,10.299999999999999
14762,SQ35871,Turbidity,2018-02-20 11:24:00,1230.0,10.299999999999999
14763,SQ35871,Turbidity,2018-03-22 11:33:00,520.0,10.299999999999999
14771,SQ35871,Turbidity,2018-11-09 12:00:00,390.0,10.299999999999999
14790,SQ35872,Turbidity,2013-09-26 11:20:00,8.7,7.15
14797,SQ35872,Turbidity,2014-04-30 10:11:00,24.0,7.15
14798,SQ35872,Turbidity,2014-05-28 13:43:00,11.6,7.15
14833,SQ35872,Turbidity,2017-04-12 10:09:00,10.7,7.15
14837,SQ35872,Turbidity,2017-08-16 09:12:00,7.5,7.15
14839,SQ35872,Turbidity,2017-10-11 09:13:00,97.0,7.15
14847,SQ35872,Turbidity,2018-06-13 09:26:00,310.0,7.15
14848,SQ35872,Turbidity,2018-07-11 09:55:00,22.0,7.15
14899,SQ35873,Turbidity,2016-02-18 12:38:00,490.0,51.6
14902,SQ35873,Turbidity,2016-05-18 13:01:00,129.0,51.6
14908,SQ35873,Turbidity,2016-11-16 12:58:00,61.0,51.6
14910,SQ35873,Turbidity,2017-01-19 10:52:00,2400.0,51.6
14918,SQ35873,Turbidity,2017-09-19 12:49:00,127.0,51.6
14923,SQ35873,Turbidity,2018-02-22 12:14:00,166.0,51.6
14936,SQ35873,Turbidity,2019-03-28 12:56:00,141.0,51.6
14945,SQ35873,Turbidity,2019-12-19 12:42:00,144.0,51.6
15112,SQ35876,Turbidity,2013-10-23 10:30:00,123.0,34.875
15131,SQ35876,Turbidity,2015-05-13 09:49:00,146.0,34.875
15132,SQ35876,Turbidity,2015-06-18 09:56:00,44.0,34.875
15136,SQ35876,Turbidity,2015-10-22 08:00:00,64.0,34.875
15140,SQ35876,Turbidity,2016-02-19 08:50:00,181.0,34.875
15186,SQ35876,Turbidity,2019-12-13 08:20:00,36.0,34.875
15194,SQ35888,Turbidity,2018-02-23 11:16:00,2500.0,89.35
15195,SQ35888,Turbidity,2018-03-08 12:35:00,720.0,89.35
15196,SQ35888,Turbidity,2018-04-13 13:20:00,94.0,89.35
15288,SQ36037,Turbidity,2016-12-14 10:15:00,390.0,96.05
15314,SQ36148,Turbidity,2018-02-23 14:17:00,5.2,4.4
15322,SQ36148,Turbidity,2019-12-12 08:32:00,5.2,4.4
4311,SQ21047,pH (Field),2014-09-11 12:48:00,9.16,9.024999999999997
5461,SQ21309,pH (Field),2014-11-19 10:47:00,8.42,8.3
5538,SQ22030,pH (Field),2014-09-11 14:05:00,8.97,8.580000000000002
6825,SQ30215,pH (Field),2013-11-04 12:22:00,8.56,8.260000000000002
7252,SQ30390,pH (Field),2015-05-07 12:58:00,9.24,8.719999999999999
11385,SQ34420,pH (Field),2015-01-14 13:42:00,8.88,8.74
11747,SQ34548,pH (Field),2013-11-21 10:30:00,9.0,8.899999999999999
12305,SQ34646,pH (Field),2016-08-02 10:59:00,9.93,8.75
14366,SQ35798,pH (Field),2014-09-30 11:25:00,9.07,8.940000000000001
14553,SQ35871,pH (Field),2014-09-25 12:05:00,9.67,9.05
14554,SQ35871,pH (Field),2014-10-15 11:15:00,9.19,9.05
431,SQ10275,Black Disc Clarity,2013-06-19 11:19:00,6.92,4.08
2192,SQ21046,Black Disc Clarity,2018-11-07 10:01:00,2.75,2.619999999999999
5108,SQ34412,Black Disc Clarity,2015-01-27 10:50:00,7.17,6.220000000000001
5550,SQ34704,Black Disc Clarity,2015-02-25 07:02:00,4.93,4.308
5551,SQ34704,Black Disc Clarity,2015-03-24 09:36:00,6.69,4.308
5596,SQ34704,Black Disc Clarity,2019-02-18 10:33:00,5.6,4.308
6396,SQ35174,Black Disc Clarity,2014-02-24 11:51:00,2.51,2.16
6399,SQ35174,Black Disc Clarity,2014-05-29 11:25:00,2.19,2.16
6401,SQ35174,Black Disc Clarity,2014-07-28 12:54:00,3.26,2.16
6402,SQ35174,Black Disc Clarity,2014-08-27 13:19:00,3.95,2.16
6409,SQ35174,Black Disc Clarity,2015-05-28 14:04:00,5.74,2.16
6414,SQ35174,Black Disc Clarity,2015-11-25 12:37:00,2.69,2.16
6416,SQ35174,Black Disc Clarity,2016-01-26 12:41:00,3.1,2.16
6696,SQ35800,Black Disc Clarity,2014-02-24 11:05:00,2.07,1.038
6740,SQ35800,Black Disc Clarity,2019-03-27 12:56:00,1.31,1.038
0,SQ10005,E. coli,2005-11-16 10:20:00,560.0,530.0
12,SQ10005,E. coli,2008-01-15 12:41:00,770.0,530.0
16,SQ10005,E. coli,2009-01-12 12:39:00,1100.0,530.0
66,SQ10005,E. coli,2016-02-19 09:15:00,1986.0,530.0
75,SQ10005,E. coli,2016-11-18 09:15:00,2420.0,530.0
90,SQ10005,E. coli,2018-02-23 09:53:00,649.0,530.0
98,SQ10005,E. coli,2018-10-12 09:55:00,687.0,530.0
99,SQ10005,E. coli,2018-11-14 10:56:00,579.0,530.0
288,SQ10037,E. coli,2014-03-19 10:00:00,2420.0,2276.0
295,SQ10037,E. coli,2014-10-22 09:40:00,2420.0,2276.0
330,SQ10037,E. coli,2018-01-25 07:42:00,2420.0,2276.0
332,SQ10037,E. coli,2018-03-21 08:16:00,2420.0,2276.0
373,SQ10057,E. coli,2010-04-27 11:47:00,770.0,541.75
388,SQ10057,E. coli,2014-03-12 08:30:00,1203.0,541.75
395,SQ10057,E. coli,2016-01-20 09:22:00,866.0,541.75
411,SQ10160,E. coli,2006-02-28 12:20:00,2000.0,1160.0
430,SQ10160,E. coli,2010-04-27 14:04:00,2000.0,1160.0
452,SQ10160,E. coli,2014-02-14 12:00:00,2420.0,1160.0
498,SQ10160,E. coli,2018-03-22 11:56:00,2420.0,1160.0
519,SQ10167,E. coli,2005-12-20 09:45:00,520.0,123.0
528,SQ10167,E. coli,2008-04-15 12:11:00,140.0,123.0
530,SQ10167,E. coli,2009-01-13 12:50:00,150.0,123.0
575,SQ10167,E. coli,2017-03-21 10:33:00,125.0,123.0
590,SQ10167,E. coli,2018-09-12 11:32:00,172.0,123.0
592,SQ10167,E. coli,2018-11-09 11:05:00,517.0,123.0
644,SQ10174,E. coli,2013-12-04 07:53:00,1553.0,1429.25
694,SQ10174,E. coli,2018-02-20 08:17:00,1733.0,1429.25
695,SQ10174,E. coli,2018-03-22 08:00:00,2420.0,1429.25
715,SQ10174,E. coli,2019-12-16 08:37:00,2420.0,1429.25
737,SQ10206,E. coli,2013-10-24 08:40:00,248.0,215.0
746,SQ10206,E. coli,2016-01-27 09:09:00,291.0,215.0
764,SQ10275,E. coli,2006-01-24 08:30:00,980.0,553.5
840,SQ10275,E. coli,2015-12-15 10:23:00,921.0,553.5
866,SQ10275,E. coli,2018-02-22 10:22:00,2420.0,553.5
887,SQ10275,E. coli,2019-11-07 12:04:00,579.0,553.5
892,SQ10301,E. coli,2006-02-28 10:30:00,150.0,109.0
896,SQ10301,E. coli,2007-04-17 07:15:00,160.0,109.0
942,SQ10301,E. coli,2015-12-16 10:50:00,248.0,109.0
944,SQ10301,E. coli,2016-02-19 10:01:00,308.0,109.0
997,SQ10804,E. coli,2006-03-28 09:30:00,730.0,625.5
998,SQ10804,E. coli,2006-04-10 11:55:00,820.0,625.5
1054,SQ10805,E. coli,2006-01-24 09:40:00,99.0,47.0
1063,SQ10805,E. coli,2010-01-18 12:20:00,150.0,47.0
1072,SQ10805,E. coli,2013-10-22 12:35:00,261.0,47.0
1080,SQ10805,E. coli,2016-01-27 07:53:00,68.0,47.0
1145,SQ10814,E. coli,2014-10-15 09:00:00,649.0,635.5
1168,SQ10814,E. coli,2016-10-11 08:37:00,1733.0,635.5
1182,SQ10814,E. coli,2017-12-12 09:30:00,770.0,635.5
1184,SQ10814,E. coli,2018-02-20 08:59:00,770.0,635.5
1185,SQ10814,E. coli,2018-03-22 09:05:00,649.0,635.5
1354,SQ20104,E. coli,2004-05-24 12:20:00,1700.0,1171.5
1418,SQ20104,E. coli,2015-12-17 11:25:00,1733.0,1171.5
1437,SQ20104,E. coli,2017-09-19 13:33:00,1553.0,1171.5
1441,SQ20104,E. coli,2018-02-22 14:12:00,1553.0,1171.5
1453,SQ20104,E. coli,2019-02-25 12:29:00,1300.0,1171.5
1464,SQ20106,E. coli,2004-02-16 10:10:00,910.0,474.0
1491,SQ20106,E. coli,2015-10-22 12:16:00,548.0,474.0
1492,SQ20106,E. coli,2016-01-20 11:39:00,517.0,474.0
1544,SQ20107,E. coli,2013-10-10 09:46:00,1553.0,916.0
1552,SQ20107,E. coli,2016-01-20 11:17:00,1414.0,916.0
1573,SQ20112,E. coli,2005-11-21 10:00:00,170.0,160.0
1581,SQ20112,E. coli,2008-02-25 11:15:00,980.0,160.0
1601,SQ20112,E. coli,2013-04-09 10:00:00,186.0,160.0
1613,SQ20112,E. coli,2014-04-08 09:25:00,173.0,160.0
1623,SQ20112,E. coli,2015-03-17 08:43:00,261.0,160.0
1632,SQ20112,E. coli,2015-12-17 07:50:00,178.0,160.0
1645,SQ20112,E. coli,2017-01-19 08:14:00,727.0,160.0
1656,SQ20112,E. coli,2018-02-22 09:19:00,225.0,160.0
1667,SQ20112,E. coli,2019-02-25 08:51:00,276.0,160.0
1685,SQ20175,E. coli,2006-02-27 13:10:00,4600.0,1924.5
1689,SQ20175,E. coli,2007-03-14 10:30:00,2000.0,1924.5
1696,SQ20175,E. coli,2008-11-17 09:27:00,2000.0,1924.5
1713,SQ20175,E. coli,2013-04-02 08:40:00,2420.0,1924.5
1770,SQ20175,E. coli,2018-01-10 12:22:00,2420.0,1924.5
1790,SQ20175,E. coli,2019-10-01 12:12:00,1986.0,1924.5
1843,SQ20176,E. coli,2017-02-01 12:16:00,1986.0,1718.0
1936,SQ20177,E. coli,2017-02-01 11:35:00,649.0,571.0
1947,SQ20177,E. coli,2018-01-10 11:30:00,579.0,571.0
1948,SQ20177,E. coli,2018-02-01 10:44:00,687.0,571.0
1949,SQ20177,E. coli,2018-03-06 11:26:00,613.0,571.0
1992,SQ20195,E. coli,2008-12-17 11:36:00,2400.0,1803.0
2017,SQ20195,E. coli,2012-12-18 13:19:00,1986.0,1803.0
2020,SQ20195,E. coli,2013-05-07 09:12:00,1986.0,1803.0
2191,SQ20203,E. coli,2015-12-17 08:25:00,488.0,215.0
2198,SQ20203,E. coli,2016-07-14 09:44:00,276.0,215.0
2204,SQ20203,E. coli,2017-01-19 09:42:00,365.0,215.0
2217,SQ20203,E. coli,2018-02-22 08:00:00,548.0,215.0
2219,SQ20203,E. coli,2018-04-16 10:06:00,344.0,215.0
2225,SQ20203,E. coli,2018-10-12 08:58:00,411.0,215.0
2226,SQ20203,E. coli,2018-11-12 08:39:00,365.0,215.0
2240,SQ20236,E. coli,2004-03-16 11:00:00,870.0,224.75
2243,SQ20236,E. coli,2004-12-14 11:35:00,240.0,224.75
2260,SQ20236,E. coli,2009-03-11 11:30:00,610.0,224.75
2277,SQ20236,E. coli,2013-05-22 09:00:00,435.0,224.75
2279,SQ20236,E. coli,2013-11-27 12:25:00,866.0,224.75
2281,SQ20236,E. coli,2014-05-26 13:05:00,1553.0,224.75
2340,SQ20252,E. coli,2013-05-07 08:35:00,2420.0,571.25
2341,SQ20252,E. coli,2013-06-05 09:06:00,770.0,571.25
2352,SQ20252,E. coli,2014-06-11 08:15:00,2420.0,571.25
2385,SQ20252,E. coli,2017-04-12 11:35:00,980.0,571.25
2391,SQ20252,E. coli,2017-10-12 08:45:00,1986.0,571.25
2395,SQ20252,E. coli,2018-03-08 07:59:00,613.0,571.25
2398,SQ20252,E. coli,2018-06-12 08:50:00,1553.0,571.25
2552,SQ20332,E. coli,2008-12-16 13:31:00,460.0,381.0
2577,SQ20332,E. coli,2013-12-03 08:55:00,435.0,381.0
2588,SQ20332,E. coli,2014-12-11 09:18:00,517.0,381.0
2600,SQ20332,E. coli,2015-12-17 09:16:00,579.0,381.0
2607,SQ20332,E. coli,2016-07-14 10:18:00,387.0,381.0
2616,SQ20332,E. coli,2017-04-13 09:30:00,727.0,381.0
2633,SQ20332,E. coli,2018-10-12 09:45:00,727.0,381.0
2655,SQ20350,E. coli,2005-12-12 09:15:00,410.0,355.0
2672,SQ20350,E. coli,2010-06-08 09:53:00,870.0,355.0
2690,SQ20350,E. coli,2013-10-15 11:25:00,2420.0,355.0
2726,SQ20350,E. coli,2016-11-16 13:21:00,1414.0,355.0
2731,SQ20350,E. coli,2017-04-13 10:52:00,1046.0,355.0
2741,SQ20350,E. coli,2018-02-22 11:22:00,1553.0,355.0
2749,SQ20350,E. coli,2018-11-12 10:49:00,866.0,355.0
2761,SQ20350,E. coli,2019-11-06 11:48:00,613.0,355.0
2767,SQ20401,E. coli,2005-02-16 09:35:00,9800.0,311.25
2775,SQ20401,E. coli,2007-03-14 12:06:00,820.0,311.25
2791,SQ20401,E. coli,2011-05-11 14:11:00,1600.0,311.25
2803,SQ20401,E. coli,2015-02-09 13:11:00,2420.0,311.25
2809,SQ20401,E. coli,2016-08-09 14:23:00,488.0,311.25
2817,SQ20401,E. coli,2019-01-15 11:48:00,1046.0,311.25
2818,SQ20401,E. coli,2019-04-05 12:40:00,727.0,311.25
2823,SQ20450,E. coli,2012-10-16 12:35:00,160.0,158.5
2845,SQ20450,E. coli,2015-02-09 12:26:00,1300.0,158.5
2862,SQ20450,E. coli,2016-11-16 07:29:00,2420.0,158.5
2865,SQ20450,E. coli,2017-02-27 12:46:00,172.0,158.5
2876,SQ20450,E. coli,2018-02-22 11:40:00,1986.0,158.5
2885,SQ20450,E. coli,2018-11-12 12:20:00,687.0,158.5
2886,SQ20450,E. coli,2018-12-05 12:37:00,248.0,158.5
2887,SQ20450,E. coli,2019-01-15 11:26:00,378.0,158.5
2932,SQ20497,E. coli,2017-01-19 09:49:00,82.0,72.0
2962,SQ20509,E. coli,2005-05-10 11:10:00,3300.0,2363.0
2987,SQ20509,E. coli,2011-11-22 10:55:00,2400.0,2363.0
3019,SQ20509,E. coli,2015-04-29 12:36:00,2420.0,2363.0
3074,SQ20541,E. coli,2006-09-19 14:00:00,920.0,796.0
3103,SQ20541,E. coli,2012-11-01 08:45:00,2400.0,796.0
3107,SQ20541,E. coli,2013-11-27 09:10:00,1120.0,796.0
3108,SQ20541,E. coli,2014-02-20 08:25:00,1986.0,796.0
3129,SQ20541,E. coli,2019-11-12 10:37:00,2420.0,796.0
3206,SQ20545,E. coli,2006-11-01 13:10:00,1700.0,1202.5
3219,SQ20545,E. coli,2008-11-17 12:25:00,1600.0,1202.5
3246,SQ20545,E. coli,2012-12-03 11:23:00,1414.0,1202.5
3249,SQ20545,E. coli,2013-03-18 09:33:00,1986.0,1202.5
3268,SQ20545,E. coli,2014-11-05 10:31:00,2420.0,1202.5
3281,SQ20545,E. coli,2016-01-08 10:14:00,2420.0,1202.5
3296,SQ20545,E. coli,2017-04-12 14:04:00,2420.0,1202.5
3334,SQ20575,E. coli,2004-11-08 09:30:00,490.0,457.25
3373,SQ20575,E. coli,2013-05-20 09:35:00,1553.0,457.25
3418,SQ20575,E. coli,2017-02-03 08:42:00,1300.0,457.25
3431,SQ20575,E. coli,2018-03-08 08:33:00,980.0,457.25
3474,SQ20577,E. coli,2009-07-07 13:09:00,690.0,679.75
3476,SQ20577,E. coli,2010-01-11 12:14:00,1000.0,679.75
3501,SQ20577,E. coli,2016-04-06 11:30:00,770.0,679.75
